x,y,z,sample,pop,super_pop,gender,color,pop_zone
-1.267127930927327,2.496098913393734,-0.13914951687185492,HG01858,KHV,EAS,female,#FFBF00,EAST ASIA
-1.5112738816097746,2.5619119705938624,0.1202185008866225,HG01859,KHV,EAS,female,#FFBF00,EAST ASIA
-1.6792733016035486,2.5542190135144787,-0.30293195442272747,HG01860,KHV,EAS,male,#FFBF00,EAST ASIA
-0.9595046159830048,3.427614162547022,-0.9385524178562731,HG01861,KHV,EAS,male,#FFBF00,EAST ASIA
-0.961139068003594,2.7394568058353665,0.23047016451662408,HG01862,KHV,EAS,female,#FFBF00,EAST ASIA
-1.305209348899398,3.4421969492871236,-0.7518348232849964,HG01863,KHV,EAS,female,#FFBF00,EAST ASIA
-1.192841287741848,2.945245811727181,-0.5921376073744709,HG01864,KHV,EAS,male,#FFBF00,EAST ASIA
-1.315933919693825,2.5704812477728898,0.5676892245897871,HG01865,KHV,EAS,male,#FFBF00,EAST ASIA
-1.0313587054373468,3.060068680518579,-0.12449917702412622,HG01866,KHV,EAS,male,#FFBF00,EAST ASIA
-1.3292000753148463,3.437503253043185,-0.9879482517230875,HG01867,KHV,EAS,male,#FFBF00,EAST ASIA
-1.6043300744877804,3.229638056576252,-0.4251668706476041,HG01868,KHV,EAS,female,#FFBF00,EAST ASIA
-0.9711332584770865,3.6577097570114376,-0.8284642043102528,HG01869,KHV,EAS,female,#FFBF00,EAST ASIA
-1.6120365878347973,3.486819541868523,0.05839302591037556,HG01870,KHV,EAS,female,#FFBF00,EAST ASIA
-1.1717936247086196,2.5524347917870354,0.2464218430932297,HG01871,KHV,EAS,female,#FFBF00,EAST ASIA
-1.0900594810451254,2.5380048740214805,-0.768436469395793,HG01872,KHV,EAS,male,#FFBF00,EAST ASIA
-1.6430141222098578,3.09351018873295,-0.6866142498438113,HG01873,KHV,EAS,male,#FFBF00,EAST ASIA
-1.2575031129828533,2.860129957079203,-0.5640463508500598,HG01874,KHV,EAS,female,#FFBF00,EAST ASIA
-1.0224487614092372,1.7288293826357581,0.17522979333137145,HG01878,KHV,EAS,female,#FFBF00,EAST ASIA
2.938660133502778,-0.284352521892114,0.08860192681516216,HG01879,ACB,AFR,male,#40E0D0,AFRICA
1.8254868433840354,-0.3562972025842066,0.7092795909147164,HG01880,ACB,AFR,female,#40E0D0,AFRICA
2.740092617185124,-0.48583849629195963,0.4327280643666143,HG01882,ACB,AFR,male,#40E0D0,AFRICA
3.169137605050082,-0.6772533446344553,0.25639330056436166,HG01883,ACB,AFR,female,#40E0D0,AFRICA
3.270916524048732,0.29822968260534943,-0.24316789977688508,HG01885,ACB,AFR,male,#40E0D0,AFRICA
3.2934691890290972,-0.24822889108380422,0.4489870290694804,HG01886,ACB,AFR,female,#40E0D0,AFRICA
4.119428758124718,-0.5005903511777257,0.07502923252894209,HG01889,ACB,AFR,female,#40E0D0,AFRICA
3.728014345322281,-0.3125503877309529,-0.06267931629395929,HG01890,ACB,AFR,male,#40E0D0,AFRICA
-1.2421639157335609,0.8002804091581873,1.2819213025351857,HG01892,PEL,AMR,male,#DE3163,AMERICA
0.0032126360377847693,-0.3125384740079971,2.038743102411912,HG01893,PEL,AMR,female,#DE3163,AMERICA
3.5754065993519855,0.07023895431550618,-0.7828171747632267,HG01894,ACB,AFR,female,#40E0D0,AFRICA
4.490224117127665,-0.22888449085402252,-0.5186299230800439,HG01896,ACB,AFR,female,#40E0D0,AFRICA
2.76731708448566,-0.5012655842750723,0.2325334183837341,HG01912,ACB,AFR,male,#40E0D0,AFRICA
3.173347907929686,-0.7345178684718131,-0.1084219806873985,HG01914,ACB,AFR,male,#40E0D0,AFRICA
3.914498937937447,-0.0744916099499939,-0.530052404459915,HG01915,ACB,AFR,female,#40E0D0,AFRICA
-2.0791622855670875,1.1797029616913983,1.112619921422353,HG01917,PEL,AMR,male,#DE3163,AMERICA
-1.01145296471045,0.862204977886597,0.9853039440331216,HG01918,PEL,AMR,female,#DE3163,AMERICA
-1.8129581534263848,1.9512303933817459,1.612044506905431,HG01920,PEL,AMR,male,#DE3163,AMERICA
-1.4572821952393733,0.6807048219288613,1.6771843243196198,HG01921,PEL,AMR,female,#DE3163,AMERICA
-1.7631057493581332,1.6349806215249147,1.3865289158516525,HG01923,PEL,AMR,male,#DE3163,AMERICA
-1.2520733267580682,0.6199520814360007,2.191391924217711,HG01924,PEL,AMR,female,#DE3163,AMERICA
-1.2754705964378668,2.1970827823203174,1.912854015345342,HG01926,PEL,AMR,male,#DE3163,AMERICA
-1.4751906528933485,1.3980790660549218,2.019423284322096,HG01927,PEL,AMR,female,#DE3163,AMERICA
-1.280365385273337,1.0444502706361454,2.022863301857301,HG01932,PEL,AMR,male,#DE3163,AMERICA
-1.1598096208366244,1.0318706532950674,1.3502031206230674,HG01933,PEL,AMR,female,#DE3163,AMERICA
-1.510053142848019,0.638144776147504,2.04726831501886,HG01935,PEL,AMR,male,#DE3163,AMERICA
-1.4962600160723702,0.17910105312161465,2.2905656500086944,HG01936,PEL,AMR,female,#DE3163,AMERICA
-1.5358744275656266,2.3742322986354543,1.2735117635759372,HG01938,PEL,AMR,male,#DE3163,AMERICA
-1.8493390850308808,0.5105929183364225,1.7667565595901267,HG01939,PEL,AMR,female,#DE3163,AMERICA
-0.8389636311116668,1.3501366902724796,2.1603933035790486,HG01941,PEL,AMR,male,#DE3163,AMERICA
-1.619671670280233,1.8413738421785295,1.8343365353133072,HG01942,PEL,AMR,female,#DE3163,AMERICA
-1.0214709744695354,2.2422183344243085,0.6582091785278528,HG01944,PEL,AMR,male,#DE3163,AMERICA
-1.1873685515446215,0.9120279183876949,1.937464003731974,HG01945,PEL,AMR,female,#DE3163,AMERICA
-1.1335782642244838,-0.5352782813381822,1.377873022855513,HG01947,PEL,AMR,male,#DE3163,AMERICA
-0.7228016141914331,1.6236997291950293,2.2597644974890727,HG01948,PEL,AMR,female,#DE3163,AMERICA
-1.3880948787398848,1.3807440379636646,1.3462798061131434,HG01950,PEL,AMR,male,#DE3163,AMERICA
-1.174907699019293,2.3815834264531275,1.6730920992055454,HG01951,PEL,AMR,female,#DE3163,AMERICA
-1.3273238424136897,1.130221957218827,1.63140035833427,HG01953,PEL,AMR,male,#DE3163,AMERICA
-1.6456983259142566,1.2833060788029147,1.598367465918923,HG01954,PEL,AMR,female,#DE3163,AMERICA
3.938924609002633,-0.03742416263272617,0.045366927162177065,HG01956,ACB,AFR,female,#40E0D0,AFRICA
3.580280312703439,-0.34420138196022654,-0.13985661352888742,HG01958,ACB,AFR,female,#40E0D0,AFRICA
-1.2656252273903885,2.213624539372397,2.0913914035706362,HG01961,PEL,AMR,male,#DE3163,AMERICA
-1.5226508673885597,-0.15471164502703436,1.1112065923446923,HG01965,PEL,AMR,female,#DE3163,AMERICA
-2.0165266975357192,0.8076929109990038,1.4926237738758268,HG01967,PEL,AMR,male,#DE3163,AMERICA
-1.9701695549763156,2.34659204209654,1.2347898459751032,HG01968,PEL,AMR,female,#DE3163,AMERICA
-1.9948259774151353,1.0898727305787,1.5492095369916832,HG01970,PEL,AMR,male,#DE3163,AMERICA
-1.2932259132945674,0.36858702135185695,1.6999391316452641,HG01971,PEL,AMR,female,#DE3163,AMERICA
-0.7579308212027636,1.2281212650640525,1.9245321221296385,HG01973,PEL,AMR,female,#DE3163,AMERICA
-1.6362588713618187,1.889686066314385,1.8446369695874636,HG01974,PEL,AMR,male,#DE3163,AMERICA
-1.9448451503344364,0.8523813456928488,1.5138837779249772,HG01976,PEL,AMR,female,#DE3163,AMERICA
-1.7309517405208232,1.6331718340454677,1.2950649809352006,HG01977,PEL,AMR,male,#DE3163,AMERICA
-2.0300525816146653,0.33772598184198455,1.3222512302088176,HG01979,PEL,AMR,male,#DE3163,AMERICA
-1.6430803020091203,1.1190708004162568,0.8394703576594967,HG01980,PEL,AMR,female,#DE3163,AMERICA
-1.0465165062076345,1.8324270427385716,1.5647899583109985,HG01982,PEL,AMR,male,#DE3163,AMERICA
3.425841773679679,-0.44086357958100947,0.20328570995401044,HG01985,ACB,AFR,female,#40E0D0,AFRICA
2.7117532338572223,-1.176110369845204,0.07598712796176137,HG01986,ACB,AFR,male,#40E0D0,AFRICA
1.062130701366781,-0.9875321299611742,-0.09898595797286658,HG01988,ACB,AFR,male,#40E0D0,AFRICA
3.326602523432091,-0.7889553889378708,0.4631198530845122,HG01989,ACB,AFR,female,#40E0D0,AFRICA
3.596230950899131,0.24796197652239113,0.03634219657219703,HG01990,ACB,AFR,male,#40E0D0,AFRICA
-1.5740462349519808,2.0946379534824437,1.4539106470356644,HG01991,PEL,AMR,male,#DE3163,AMERICA
-1.3592591405998724,1.5565580409263537,1.2669509868052087,HG01992,PEL,AMR,female,#DE3163,AMERICA
-1.8979285609738614,1.1578124382195778,1.5057143014288341,HG01997,PEL,AMR,female,#DE3163,AMERICA
-1.6822135319772766,1.2249617350139632,1.532383462943466,HG02002,PEL,AMR,male,#DE3163,AMERICA
-1.4952406526488573,1.3840556456093367,1.2137207685001752,HG02003,PEL,AMR,female,#DE3163,AMERICA
1.047545718165718,-0.6752725041995021,0.27477299839769437,HG02006,PEL,AMR,female,#DE3163,AMERICA
-1.632701040853027,1.0998259836885405,1.6811290408398574,HG02008,PEL,AMR,male,#DE3163,AMERICA
3.6890004355117023,-0.35237635773023485,0.1942339134809024,HG02009,ACB,AFR,male,#40E0D0,AFRICA
3.3674567842558947,-0.27588754458622444,-0.4269824159784962,HG02010,ACB,AFR,female,#40E0D0,AFRICA
3.2617910560534864,-0.0256811888108372,-0.4407459552388768,HG02012,ACB,AFR,female,#40E0D0,AFRICA
3.767740980835129,0.0026544536380842853,-0.24443519176379247,HG02013,ACB,AFR,male,#40E0D0,AFRICA
3.418971261448339,-0.33266313724409396,0.7413391087575865,HG02014,ACB,AFR,male,#40E0D0,AFRICA
-1.2868666644653959,3.3078627245734338,-0.7621969664465218,HG02016,KHV,EAS,female,#FFBF00,EAST ASIA
-0.5020965505150599,2.943657658723074,-0.6148844517611382,HG02017,KHV,EAS,male,#FFBF00,EAST ASIA
-0.9176578114922278,3.573109123555302,-0.8993357136948076,HG02019,KHV,EAS,female,#FFBF00,EAST ASIA
-1.1518447706530357,2.8992704449780597,-0.1955124207017928,HG02020,KHV,EAS,male,#FFBF00,EAST ASIA
-1.956666923653497,2.5169068851851364,-0.5421784215473819,HG02023,KHV,EAS,male,#FFBF00,EAST ASIA
-1.1062956692886912,2.9804986663706665,-0.39003830469664713,HG02025,KHV,EAS,female,#FFBF00,EAST ASIA
-0.7434466458906731,2.833690495096525,-1.0471165719748259,HG02026,KHV,EAS,male,#FFBF00,EAST ASIA
-1.4337598579054953,2.8433593850325787,-0.48679373985611185,HG02028,KHV,EAS,female,#FFBF00,EAST ASIA
-1.0647812470546612,2.485517473358497,0.3610124335575964,HG02029,KHV,EAS,male,#FFBF00,EAST ASIA
-0.9544765274022415,2.6964838175684243,-0.6577033157286952,HG02031,KHV,EAS,female,#FFBF00,EAST ASIA
-1.4557027355397114,2.6411177480509838,-0.28401734784789423,HG02032,KHV,EAS,male,#FFBF00,EAST ASIA
-1.1452750731152808,2.6677608329604827,0.22646736018581967,HG02035,KHV,EAS,male,#FFBF00,EAST ASIA
-0.7075880762249397,2.705795996399816,-0.2014030196365081,HG02040,KHV,EAS,male,#FFBF00,EAST ASIA
-0.9627701510802117,3.1136226510939813,-0.32491445433680044,HG02047,KHV,EAS,male,#FFBF00,EAST ASIA
-1.0983062776172943,2.2852875987264043,-0.43776604882590303,HG02048,KHV,EAS,female,#FFBF00,EAST ASIA
-1.265075501490987,3.181626896366195,-0.3081670361472542,HG02049,KHV,EAS,female,#FFBF00,EAST ASIA
-0.46186548442987013,3.2038792503718505,-0.8126171647396837,HG02050,KHV,EAS,male,#FFBF00,EAST ASIA
3.9191666594790715,-0.12389310029497422,0.38132404620344784,HG02051,ACB,AFR,male,#40E0D0,AFRICA
3.6626623851835527,-0.5305744029729519,0.060372300804216,HG02052,ACB,AFR,female,#40E0D0,AFRICA
3.2758283720240104,-0.8897356918570176,0.1382868798277732,HG02053,ACB,AFR,male,#40E0D0,AFRICA
3.0355543706168393,-0.1472147416957195,-0.18530801000273306,HG02054,ACB,AFR,female,#40E0D0,AFRICA
-0.9670276832565432,2.8159417919343546,-0.28201847623615495,HG02057,KHV,EAS,female,#FFBF00,EAST ASIA
-1.7615160629523419,2.1680824666054677,0.385648106781414,HG02058,KHV,EAS,male,#FFBF00,EAST ASIA
-0.6141625711345016,3.504589046571462,-0.19403422676957655,HG02060,KHV,EAS,female,#FFBF00,EAST ASIA
-1.2414222019040129,2.749255695222353,-0.05650611625354439,HG02061,KHV,EAS,male,#FFBF00,EAST ASIA
-0.7844182879977064,2.1726661536028127,-0.43000131112521406,HG02064,KHV,EAS,male,#FFBF00,EAST ASIA
-1.3493093178545954,2.3781867671726515,-0.8011936480243579,HG02067,KHV,EAS,male,#FFBF00,EAST ASIA
-1.3364992644846991,2.490668897890949,-0.6883225417500197,HG02069,KHV,EAS,female,#FFBF00,EAST ASIA
-1.0390850673730532,2.3203281649030734,0.5072946821681545,HG02070,KHV,EAS,male,#FFBF00,EAST ASIA
-1.7815009032261995,3.4177446792874973,-0.21540706945378188,HG02072,KHV,EAS,female,#FFBF00,EAST ASIA
-1.0409459798661402,3.375450421926128,-0.8853429914334237,HG02073,KHV,EAS,male,#FFBF00,EAST ASIA
-0.6154105327235566,2.996491714980308,-0.6601782460309987,HG02075,KHV,EAS,female,#FFBF00,EAST ASIA
-0.7966191635367125,2.8726900398183575,-0.2959526823851488,HG02076,KHV,EAS,male,#FFBF00,EAST ASIA
-0.8064666694787908,3.0208507116041057,-0.9141029700999114,HG02078,KHV,EAS,female,#FFBF00,EAST ASIA
-1.7974314405247187,3.347264355849144,-0.5995643453385942,HG02079,KHV,EAS,male,#FFBF00,EAST ASIA
-0.8167826715382656,3.025639867643983,-0.7801567345151157,HG02081,KHV,EAS,female,#FFBF00,EAST ASIA
-0.8877823181002477,3.1879219545289423,-0.12769742733310493,HG02082,KHV,EAS,male,#FFBF00,EAST ASIA
-1.2835378472690504,3.385295951314167,-0.39267248914040065,HG02084,KHV,EAS,female,#FFBF00,EAST ASIA
-0.9648350895197633,3.0081665292061914,-0.5930453449530945,HG02085,KHV,EAS,male,#FFBF00,EAST ASIA
-0.8743254738463846,2.914968005468839,-0.5206927264248246,HG02086,KHV,EAS,female,#FFBF00,EAST ASIA
-1.3529347992638185,2.7800407040002577,-0.5442958587399944,HG02087,KHV,EAS,female,#FFBF00,EAST ASIA
-1.1665889063438775,3.1271397529887173,-0.4693442035492558,HG02088,KHV,EAS,male,#FFBF00,EAST ASIA
-1.2806613332645973,0.5033359816420585,1.3771182363550476,HG02089,PEL,AMR,female,#DE3163,AMERICA
-1.4486350468365425,-0.024532915572414122,1.1458214372779636,HG02090,PEL,AMR,male,#DE3163,AMERICA
3.589470378616062,-0.09933067394085876,0.11237344389353082,HG02095,ACB,AFR,female,#40E0D0,AFRICA
-1.6007306602366838,1.6676209587112374,1.8923923425881868,HG02102,PEL,AMR,female,#DE3163,AMERICA
-1.0246064723727266,1.4942758877031157,2.210145930805429,HG02104,PEL,AMR,male,#DE3163,AMERICA
-1.9275109532533043,1.699169259792281,1.5930501352957869,HG02105,PEL,AMR,female,#DE3163,AMERICA
3.86313614553048,0.02367108056748353,-0.4775071981686592,HG02107,ACB,AFR,male,#40E0D0,AFRICA
2.5322180982976077,-0.5207066015287363,-0.16647029953567055,HG02108,ACB,AFR,female,#40E0D0,AFRICA
3.49164306257391,-0.2207935200930036,0.044985679589624746,HG02111,ACB,AFR,female,#40E0D0,AFRICA
-0.7659807405661024,2.280317921306575,-0.685406330050495,HG02113,KHV,EAS,female,#FFBF00,EAST ASIA
-0.9663429907339379,3.073266497561542,-1.3889476765713857,HG02116,KHV,EAS,male,#FFBF00,EAST ASIA
-0.4739298311856743,1.9841816224808808,-0.4021716199703815,HG02121,KHV,EAS,female,#FFBF00,EAST ASIA
-1.391209857805836,3.459056302533231,-0.9479734777505975,HG02122,KHV,EAS,male,#FFBF00,EAST ASIA
-0.9211574957080185,2.4251671301087594,-0.1412976015709023,HG02127,KHV,EAS,female,#FFBF00,EAST ASIA
-1.2256203249733324,2.6715297569639005,-0.0467926322366988,HG02128,KHV,EAS,male,#FFBF00,EAST ASIA
-1.1735949915098385,2.8806766894000346,-0.9823142811035395,HG02130,KHV,EAS,female,#FFBF00,EAST ASIA
-0.9375448812431866,3.0164083135680633,-0.9169025502973828,HG02131,KHV,EAS,male,#FFBF00,EAST ASIA
-1.353742195257754,3.4178686059015626,-0.3360116208762896,HG02133,KHV,EAS,female,#FFBF00,EAST ASIA
-0.9544455454510096,3.1755506958529383,-0.1707392562937719,HG02134,KHV,EAS,male,#FFBF00,EAST ASIA
-0.8667473311691927,3.1947275016798415,-0.6131894838380092,HG02136,KHV,EAS,female,#FFBF00,EAST ASIA
-1.6216513924198088,3.0543114294169937,-0.5156451802718618,HG02137,KHV,EAS,male,#FFBF00,EAST ASIA
-1.0616036906257813,3.0703737712736294,-0.8215179431118679,HG02138,KHV,EAS,male,#FFBF00,EAST ASIA
-1.193115987410022,3.4475998725863506,0.027774406912149142,HG02139,KHV,EAS,female,#FFBF00,EAST ASIA
-1.327049757178713,3.5837157568037474,-0.6636336547545426,HG02140,KHV,EAS,female,#FFBF00,EAST ASIA
-1.2315255717271276,2.346324621049689,-0.25435461275331683,HG02141,KHV,EAS,male,#FFBF00,EAST ASIA
-1.3201010203195118,2.846314809115781,-0.5787748362598573,HG02142,KHV,EAS,female,#FFBF00,EAST ASIA
3.8281620738058026,-0.256548233050185,-0.7220503439256418,HG02143,ACB,AFR,male,#40E0D0,AFRICA
3.825649099190443,-0.020278174433573937,-0.42824807453785074,HG02144,ACB,AFR,female,#40E0D0,AFRICA
-1.6145258799408564,1.5495584591715315,1.6655940859725977,HG02146,PEL,AMR,male,#DE3163,AMERICA
-0.9502300032503278,2.1516462372276415,1.8135216189863417,HG02147,PEL,AMR,female,#DE3163,AMERICA
-1.6952215124322718,2.425702067847254,1.2479659978225823,HG02150,PEL,AMR,male,#DE3163,AMERICA
-0.767919748393386,2.9936117627920673,-0.3234421799045567,HG02151,CDX,EAS,female,#FFBF00,EAST ASIA
-0.9615374758455997,2.8015999138225287,-0.36151151938914605,HG02152,CDX,EAS,female,#FFBF00,EAST ASIA
-0.8377555911091865,3.355669045538189,-0.5897846340333239,HG02153,CDX,EAS,female,#FFBF00,EAST ASIA
-0.9852338420335774,2.314626005210173,-0.3324525071964346,HG02154,CDX,EAS,female,#FFBF00,EAST ASIA
-0.8894953706612521,3.192305283153561,-0.7225359162943434,HG02155,CDX,EAS,female,#FFBF00,EAST ASIA
-1.2603189450815406,2.7736210134930737,-0.5272109072590183,HG02156,CDX,EAS,female,#FFBF00,EAST ASIA
-0.8026115841185315,3.4171871541481083,-0.8458089901542267,HG02164,CDX,EAS,female,#FFBF00,EAST ASIA
-0.6783426458950079,2.9817964248070736,-0.7276428660456167,HG02165,CDX,EAS,female,#FFBF00,EAST ASIA
-0.9385660830155984,2.851433051513497,-0.48257595104090706,HG02166,CDX,EAS,female,#FFBF00,EAST ASIA
-1.3807825286023507,2.967085292335255,-0.9175885504340024,HG02178,CDX,EAS,female,#FFBF00,EAST ASIA
-1.1634078781823822,2.797600800446691,-0.10592089293897561,HG02179,CDX,EAS,female,#FFBF00,EAST ASIA
-0.7003316720367245,3.17415811731747,-0.44495904143047393,HG02180,CDX,EAS,female,#FFBF00,EAST ASIA
-0.7895797707152072,3.136963365301261,-0.7300329164211424,HG02181,CDX,EAS,female,#FFBF00,EAST ASIA
-0.8782791206076691,3.468861985681364,-0.8644529321552331,HG02182,CDX,EAS,female,#FFBF00,EAST ASIA
-1.2980945108217123,3.2831051986053392,-0.9234233387670336,HG02184,CDX,EAS,female,#FFBF00,EAST ASIA
-1.156383065879838,2.521987631746701,-0.0672067306363931,HG02185,CDX,EAS,female,#FFBF00,EAST ASIA
-1.1001950079766567,2.982538490165986,-0.35192111841543666,HG02186,CDX,EAS,female,#FFBF00,EAST ASIA
-1.3198215401486832,2.415420337223825,-0.6944132052305242,HG02187,CDX,EAS,female,#FFBF00,EAST ASIA
-1.4922832906158943,2.8745951980336666,-0.25626204788760015,HG02188,CDX,EAS,female,#FFBF00,EAST ASIA
-0.8501498035930466,3.316322139086721,-0.5201592559452616,HG02190,CDX,EAS,female,#FFBF00,EAST ASIA
-2.4288884986566774,-2.435303730859988,-1.1642647247310698,HG02215,GBR,EUR,female,#6495ED,EUROPE
-1.5995979214609557,-2.3274464925653318,-0.583105933740983,HG02219,IBS,EUR,male,#6495ED,EUROPE
-2.0454463168191737,-1.7358068317900588,0.20239975881418087,HG02220,IBS,EUR,female,#6495ED,EUROPE
-2.0685172097702647,-1.864980280541839,-0.4328344255135325,HG02221,IBS,EUR,male,#6495ED,EUROPE
-1.8772271099361644,-2.1838345702883535,-0.5096910070248057,HG02223,IBS,EUR,female,#6495ED,EUROPE
-2.0526366311355506,-2.5737008932655483,-1.0851346664773582,HG02224,IBS,EUR,male,#6495ED,EUROPE
-1.576022808663941,-2.2318708353961147,-0.2716126712352587,HG02230,IBS,EUR,female,#6495ED,EUROPE
-2.4032652271599333,-2.309794065994154,-0.9537065067939646,HG02231,IBS,EUR,male,#6495ED,EUROPE
-1.9439145600578682,-2.2632708934505645,-0.8462017570217837,HG02232,IBS,EUR,female,#6495ED,EUROPE
-1.5499432917576703,-2.0659174042925534,-0.5454422044369461,HG02233,IBS,EUR,male,#6495ED,EUROPE
-1.6354396521356782,-2.2091505437452046,-0.500446975234961,HG02235,IBS,EUR,female,#6495ED,EUROPE
-1.2567634360406774,-2.3040261511836473,-0.942583895092233,HG02236,IBS,EUR,male,#6495ED,EUROPE
-1.6648585952480466,-2.0635434846496366,-1.2380475017085046,HG02238,IBS,EUR,male,#6495ED,EUROPE
-1.899867585766734,-2.021224917144164,-0.5660281156736844,HG02239,IBS,EUR,female,#6495ED,EUROPE
-1.4450638067504902,3.1199237960789983,-0.8947402788606108,HG02250,CDX,EAS,male,#FFBF00,EAST ASIA
-2.0920251008008233,0.3111595632411158,1.119993825034681,HG02252,PEL,AMR,female,#DE3163,AMERICA
-1.6256872317892306,0.6286979184670146,1.0736778533503863,HG02253,PEL,AMR,male,#DE3163,AMERICA
3.054168277316255,0.002068218958456218,-0.053013259531327885,HG02255,ACB,AFR,male,#40E0D0,AFRICA
3.331774418040368,-0.11171062901383276,0.08439884175851356,HG02256,ACB,AFR,female,#40E0D0,AFRICA
-1.5738744854140498,1.5564074591928696,2.177594795789765,HG02259,PEL,AMR,male,#DE3163,AMERICA
-1.78349985483659,1.5484068098839348,1.8195837472806313,HG02260,PEL,AMR,female,#DE3163,AMERICA
-1.5243480412916541,1.5028136014221865,2.00536932680996,HG02262,PEL,AMR,male,#DE3163,AMERICA
-1.6867568768606982,1.7193905050229936,2.332774784974285,HG02265,PEL,AMR,male,#DE3163,AMERICA
-1.7320726935841788,0.9971653602705048,2.4160062344256206,HG02266,PEL,AMR,female,#DE3163,AMERICA
-1.5347762598140269,1.7746883854475761,1.665635672534586,HG02271,PEL,AMR,male,#DE3163,AMERICA
-1.0497784027815333,1.9278700248533769,1.7919064172387016,HG02272,PEL,AMR,female,#DE3163,AMERICA
-0.5188328880811339,0.528936783911361,2.0787518463593453,HG02274,PEL,AMR,male,#DE3163,AMERICA
-1.5834854600691473,1.743783954880381,1.4749204104684983,HG02275,PEL,AMR,female,#DE3163,AMERICA
-2.153665328134094,0.43702710128218797,1.2808371988160858,HG02277,PEL,AMR,male,#DE3163,AMERICA
-1.7821625665661927,1.7346431494509487,2.303619242090404,HG02278,PEL,AMR,female,#DE3163,AMERICA
4.000478145200107,-0.4758024791820898,0.09468851376304949,HG02281,ACB,AFR,male,#40E0D0,AFRICA
2.463906169681773,-0.7581180606182216,1.0023286883987672,HG02282,ACB,AFR,female,#40E0D0,AFRICA
2.7429713992525366,-0.1380095028497981,0.4038515448891148,HG02283,ACB,AFR,male,#40E0D0,AFRICA
3.197053269113456,-0.45385578170990987,-0.059167717191676045,HG02284,ACB,AFR,male,#40E0D0,AFRICA
-1.698082357217365,0.9937899966052377,1.8883296900017736,HG02285,PEL,AMR,male,#DE3163,AMERICA
-1.6531173629090268,1.1730671356707816,2.0326087946198927,HG02286,PEL,AMR,female,#DE3163,AMERICA
-1.752799131926329,1.574710834452506,1.9104975574192649,HG02291,PEL,AMR,male,#DE3163,AMERICA
-2.2453699455531884,1.364189259705205,1.716292964896914,HG02292,PEL,AMR,female,#DE3163,AMERICA
-0.7608317875360128,0.7285049780248887,1.5296216781450365,HG02298,PEL,AMR,female,#DE3163,AMERICA
-1.5694351455733915,1.5586399910350963,1.938227571946581,HG02299,PEL,AMR,male,#DE3163,AMERICA
-1.7883615676342728,0.5932496857594657,1.4404531167885342,HG02301,PEL,AMR,female,#DE3163,AMERICA
-1.7715683799903212,1.5911573177559915,1.5149967783781069,HG02304,PEL,AMR,male,#DE3163,AMERICA
3.2424233076602964,-0.42821321656770683,-0.09924584021793406,HG02307,ACB,AFR,male,#40E0D0,AFRICA
3.2941528985600166,-0.13973721224632907,-0.28309915532576413,HG02308,ACB,AFR,female,#40E0D0,AFRICA
3.547036322589445,-0.44444284551002516,-0.0652365016292204,HG02309,ACB,AFR,female,#40E0D0,AFRICA
-1.8396710575233755,1.2500040714868386,1.7689365512773216,HG02312,PEL,AMR,female,#DE3163,AMERICA
3.3054854828755755,0.236571447405117,-0.3322444788765665,HG02314,ACB,AFR,male,#40E0D0,AFRICA
3.1775572620840835,-0.24228567569882328,0.6790691780883613,HG02315,ACB,AFR,female,#40E0D0,AFRICA
3.9303184758940026,-0.5138455742968033,-0.06080861725944964,HG02317,ACB,AFR,male,#40E0D0,AFRICA
3.789156300307396,-0.19347196148968712,-0.28220440755667886,HG02318,ACB,AFR,female,#40E0D0,AFRICA
2.9240501351716373,0.3220360503076236,0.25326895785683684,HG02322,ACB,AFR,female,#40E0D0,AFRICA
3.7259056841974973,-0.35698663709066086,-0.39643550943714323,HG02323,ACB,AFR,male,#40E0D0,AFRICA
4.415398260182381,0.03724272870034867,-0.2838619501446986,HG02325,ACB,AFR,female,#40E0D0,AFRICA
2.5867289646981333,-0.511303121160107,0.3232483802479407,HG02330,ACB,AFR,male,#40E0D0,AFRICA
3.58727420493152,-0.5651919208563874,0.004941542658466,HG02332,ACB,AFR,male,#40E0D0,AFRICA
2.5535506613783294,-1.2665813617282233,0.28657219511886145,HG02334,ACB,AFR,male,#40E0D0,AFRICA
3.7123094573448907,-0.41469191977907227,-0.08213349062543682,HG02337,ACB,AFR,female,#40E0D0,AFRICA
4.484861733391767,-0.1299468584463522,-0.3252344662748261,HG02339,ACB,AFR,female,#40E0D0,AFRICA
3.481051485332209,-0.9352039671026382,0.4249208885950036,HG02343,ACB,AFR,male,#40E0D0,AFRICA
-1.2869307753252692,0.2875538071997461,1.4658069499012722,HG02345,PEL,AMR,female,#DE3163,AMERICA
-1.5016671373174866,1.5807849992894025,1.41625932347781,HG02348,PEL,AMR,female,#DE3163,AMERICA
-1.022108372640388,3.282730776576385,-0.9501791440503682,HG02351,CDX,EAS,male,#FFBF00,EAST ASIA
-1.4744405106404457,3.7721908534957107,-0.5933778421606782,HG02353,CDX,EAS,male,#FFBF00,EAST ASIA
-1.1071093029793717,3.197330068429826,-0.45347534914837384,HG02355,CDX,EAS,male,#FFBF00,EAST ASIA
-1.1991010539127838,2.822224201380315,-0.7885709386421154,HG02356,CDX,EAS,male,#FFBF00,EAST ASIA
